Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
6.642837047576904	0	15.0	5.85649276126	34.0	9.0	15.0	5.85649276126	1005	1005
7.1027491092681885	1	12.2682926829	3.15474393259	22.0	8.0	12.2682926829	3.15474393259	1006	2011
7.305639982223511	2	11.5517241379	3.10268189771	25.0	8.0	11.5517241379	3.10268189771	1005	3016
7.576169013977051	3	11.3033707865	2.76983954584	21.0	8.0	11.3033707865	2.76983954584	1006	4022
7.747776031494141	4	11.4772727273	2.63704928388	21.0	8.0	11.4772727273	2.63704928388	1010	5032
8.028213024139404	5	11.6091954023	3.32996262393	25.0	8.0	11.6091954023	3.32996262393	1010	6042
8.27201223373413	6	11.9761904762	3.05495768218	21.0	9.0	11.9761904762	3.05495768218	1006	7048
8.76586127281189	7	13.2236842105	4.20713267844	27.0	8.0	13.2236842105	4.20713267844	1005	8053
9.080423355102539	8	15.0895522388	6.11270109893	40.0	8.0	15.0895522388	6.11270109893	1011	9064
9.445523977279663	9	16.5483870968	6.30585344907	35.0	9.0	16.5483870968	6.30585344907	1026	10090
9.884871244430542	10	23.5813953488	11.2956722689	76.0	10.0	23.5813953488	11.2956722689	1014	11104
10.218412160873413	11	32.375	16.3893067273	99.0	12.0	32.375	16.3893067273	1036	12140
10.42306900024414	12	38.7692307692	19.6650953807	87.0	15.0	38.7692307692	19.6650953807	1008	13148
10.866382122039795	13	42.4583333333	23.6308046955	109.0	12.0	42.4583333333	23.6308046955	1019	14167
11.476776123046875	14	59.3529411765	34.4040715382	149.0	23.0	59.3529411765	34.4040715382	1009	15176
11.672392129898071	15	70.2666666667	39.3183022127	148.0	26.0	70.2666666667	39.3183022127	1054	16230
12.03172516822815	16	58.7222222222	15.7367424116	92.0	39.0	58.7222222222	15.7367424116	1057	17287
12.265213012695312	17	81.9230769231	32.6601651945	163.0	44.0	81.9230769231	32.6601651945	1065	18352
12.759825944900513	18	78.1538461538	37.7865384126	175.0	33.0	78.1538461538	37.7865384126	1016	19368
13.168511152267456	19	80.5384615385	27.1112108081	115.0	31.0	80.5384615385	27.1112108081	1047	20415
13.516173124313354	20	83.6153846154	29.1535417074	149.0	50.0	83.6153846154	29.1535417074	1087	21502
13.926506042480469	21	89.5833333333	33.8291253541	186.0	53.0	89.5833333333	33.8291253541	1075	22577
14.55141305923462	22	98.3636363636	38.4406809307	200.0	56.0	98.3636363636	38.4406809307	1082	23659
14.757095336914062	23	80.5384615385	28.2560147024	139.0	45.0	80.5384615385	28.2560147024	1047	24706
15.090946197509766	24	89.5833333333	25.5553592988	145.0	59.0	89.5833333333	25.5553592988	1075	25781
15.265948295593262	25	72.1428571429	20.9416097855	112.0	36.0	72.1428571429	20.9416097855	1010	26791
15.56885814666748	26	87.6666666667	31.1483903633	148.0	44.0	87.6666666667	31.1483903633	1052	27843
15.763222217559814	27	83.0769230769	24.8888654081	136.0	53.0	83.0769230769	24.8888654081	1080	28923
16.086386919021606	28	68.7333333333	17.9386609187	99.0	40.0	68.7333333333	17.9386609187	1031	29954
16.26931405067444	29	81.5384615385	26.800158968	129.0	50.0	81.5384615385	26.800158968	1060	31014
16.592512130737305	30	73.0	20.0819748602	107.0	40.0	73.0	20.0819748602	1022	32036
16.789879083633423	31	90.0	33.5484723944	178.0	60.0	90.0	33.5484723944	1080	33116
17.08968710899353	32	69.6666666667	18.7782379957	115.0	45.0	69.6666666667	18.7782379957	1045	34161
17.322878122329712	33	91.1666666667	38.205220702	174.0	37.0	91.1666666667	38.205220702	1094	35255
17.71419906616211	34	65.125	22.0110057698	110.0	38.0	65.125	22.0110057698	1042	36297
17.952994108200073	35	70.4	28.5068412842	156.0	39.0	70.4	28.5068412842	1056	37353
18.274126052856445	36	63.9375	18.2396160527	108.0	44.0	63.9375	18.2396160527	1023	38376
18.675240993499756	37	59.7222222222	22.8030347775	135.0	36.0	59.7222222222	22.8030347775	1075	39451
19.185327291488647	38	59.2777777778	15.1246875287	100.0	37.0	59.2777777778	15.1246875287	1067	40518
19.443072080612183	39	65.25	36.9940873654	200.0	37.0	65.25	36.9940873654	1044	41562
19.753597021102905	40	53.3157894737	27.1662573824	160.0	33.0	53.3157894737	27.1662573824	1013	42575
19.949730157852173	41	63.25	25.395619701	145.0	40.0	63.25	25.395619701	1012	43587
20.369208097457886	42	67.2666666667	25.4203767784	128.0	38.0	67.2666666667	25.4203767784	1009	44596
20.74093222618103	43	60.9411764706	14.1897667694	90.0	42.0	60.9411764706	14.1897667694	1036	45632
20.964637994766235	44	65.5625	23.8090548689	133.0	43.0	65.5625	23.8090548689	1049	46681
21.29186511039734	45	77.6153846154	37.6390518591	200.0	45.0	77.6153846154	37.6390518591	1009	47690
21.504639148712158	46	61.3529411765	14.5599821286	91.0	40.0	61.3529411765	14.5599821286	1043	48733
21.858326196670532	47	72.2142857143	27.4361038764	126.0	45.0	72.2142857143	27.4361038764	1011	49744
22.161230087280273	48	89.5833333333	33.4152119384	154.0	44.0	89.5833333333	33.4152119384	1075	50819
22.364596128463745	49	68.4	19.4860633958	105.0	43.0	68.4	19.4860633958	1026	51845
22.757965087890625	50	80.9230769231	19.9247103578	122.0	56.0	80.9230769231	19.9247103578	1052	52897
23.009801149368286	51	88.1666666667	13.4587848221	116.0	71.0	88.1666666667	13.4587848221	1058	53955
23.308911085128784	52	86.0833333333	26.772057365	147.0	55.0	86.0833333333	26.772057365	1033	54988
